id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
41101003,,25000,25000,25000.0, 36 months,  6.39%,764.98,A,A2,Instructor,10+ years,MORTGAGE,64000.0,Source Verified,Feb-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=41101003,,debt_consolidation,Debt consolidation,300xx,GA,17.26,0.0,May-1985,725,729,0.0,,,18.0,0.0,28257,45.2%,32.0,f,0.0,0.0,27429.9045634583,27429.9,25000.0,2429.9,0.0,0.0,0.0,Jan-2018,777.65,,Jan-2018,789,785,0.0,,1,Individual,,,,0.0,0.0,183709.0,,,,,,,,,,,,62500.0,,,,1.0,10806.0,17771.0,58.8,0.0,0.0,28.0,357.0,18.0,18.0,2.0,29.0,,18.0,,0.0,8.0,11.0,10.0,16.0,1.0,15.0,28.0,11.0,18.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,234951.0,32293.0,43100.0,6500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
75963907,,40000,40000,40000.0, 60 months, 12.99%,909.92,C,C2,Teacher,10+ years,MORTGAGE,48000.0,Verified,May-2016,Late (31-120 days),n,https://lendingclub.com/browse/loanDetail.action?loan_id=75963907,,debt_consolidation,Debt consolidation,461xx,IN,26.55,0.0,Jan-2000,705,709,0.0,,,11.0,0.0,28066,66.7%,25.0,w,31160.63,31160.63,15485.27,15485.27,8839.37,6600.4,45.5,0.0,0.0,Oct-2017,909.92,Mar-2018,Feb-2018,659,655,0.0,,1,Joint App,115000.0,16.58,Not Verified,0.0,0.0,255880.0,1.0,2.0,0.0,2.0,15.0,9182.0,59.0,1.0,1.0,11397.0,65.0,42100.0,0.0,0.0,0.0,3.0,25588.0,4601.0,81.3,0.0,0.0,194.0,185.0,4.0,4.0,3.0,101.0,,17.0,,0.0,2.0,5.0,3.0,8.0,8.0,8.0,14.0,5.0,11.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,295112.0,37248.0,24600.0,15686.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
100142287,,16000,16000,16000.0, 36 months,  7.49%,497.63,A,A4,System Analyst,8 years,MORTGAGE,99000.0,Source Verified,Mar-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=100142287,,debt_consolidation,Debt consolidation,908xx,CA,17.05,1.0,Jan-1998,725,729,0.0,1.0,,23.0,0.0,16303,13.5%,43.0,w,11485.47,11485.47,5497.23,5497.23,4514.53,982.7,0.0,0.0,0.0,Feb-2018,497.63,Mar-2018,Feb-2018,779,775,0.0,,1,Individual,,,,1.0,0.0,476113.0,1.0,1.0,0.0,0.0,26.0,10493.0,37.0,0.0,3.0,6757.0,18.0,120400.0,0.0,2.0,3.0,4.0,21642.0,69446.0,13.5,0.0,82.0,120.0,230.0,16.0,4.0,3.0,27.0,,2.0,1.0,0.0,7.0,15.0,9.0,14.0,7.0,21.0,33.0,15.0,22.0,0.0,1.0,0.0,1.0,97.7,0.0,0.0,0.0,599033.0,26796.0,80300.0,28633.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
2995226,,17000,17000,17000.0, 36 months, 10.16%,549.83,B,B1,TradeStation,6 years,MORTGAGE,112800.0,Not Verified,Jan-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=2995226,"  Borrower added on 01/02/13 > Credit card consolidation.  I just prefer to make one payment rather than seven, with different due date.  That way I'm sure not to miss anything.<br>",debt_consolidation,2013,840xx,UT,13.99,0.0,Aug-2001,690,694,3.0,,,15.0,0.0,17012,48.1%,44.0,f,0.0,0.0,18315.1188776055,18315.12,17000.0,1315.12,0.0,0.0,0.0,Sep-2014,1889.82,,Oct-2014,689,685,0.0,,1,Individual,,,,0.0,0.0,239290.0,,,,,,,,,,,,43500.0,,,,8.0,17092.0,14164.0,72.9,0.0,0.0,125.0,136.0,5.0,2.0,2.0,5.0,,2.0,,0.0,4.0,5.0,7.0,21.0,11.0,11.0,30.0,5.0,15.0,0.0,0.0,0.0,4.0,100.0,42.9,0.0,0.0,278816.0,60690.0,30500.0,48037.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
97328958,,7500,7500,7500.0, 36 months, 11.39%,246.93,B,B3,Sales/Marketing,3 years,RENT,48500.0,Not Verified,Feb-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=97328958,,debt_consolidation,Debt consolidation,982xx,WA,17.82,0.0,Aug-2012,720,724,1.0,,,9.0,0.0,5060,17.9%,10.0,f,0.0,0.0,8076.3902676931,8076.39,7500.0,576.39,0.0,0.0,0.0,Nov-2017,6105.7,,Nov-2017,739,735,0.0,,1,Individual,,,,0.0,0.0,32508.0,3.0,2.0,1.0,3.0,9.0,27448.0,77.0,3.0,5.0,1674.0,51.0,28300.0,1.0,1.0,1.0,8.0,3612.0,19262.0,17.3,0.0,0.0,22.0,54.0,2.0,2.0,0.0,2.0,,2.0,,0.0,6.0,7.0,6.0,6.0,3.0,7.0,7.0,7.0,9.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,64027.0,32508.0,23300.0,35727.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88910288,,24100,24100,24100.0, 60 months, 24.49%,700.18,E,E3,Electronic Technician,6 years,MORTGAGE,95000.0,Source Verified,Aug-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=88910288,,debt_consolidation,Debt consolidation,782xx,TX,29.64,0.0,Jul-2003,680,684,0.0,71.0,,12.0,0.0,7387,84.9%,40.0,w,19916.53,19916.53,11870.27,11870.27,4183.47,7686.8,0.0,0.0,0.0,Feb-2018,700.18,Mar-2018,Feb-2018,669,665,0.0,,1,Individual,,,,0.0,1307.0,269829.0,0.0,7.0,1.0,5.0,11.0,152539.0,87.0,0.0,0.0,2680.0,87.0,8700.0,6.0,5.0,3.0,7.0,22486.0,920.0,82.3,0.0,0.0,157.0,51.0,26.0,11.0,4.0,39.0,,0.0,,0.0,2.0,4.0,2.0,2.0,31.0,4.0,5.0,4.0,12.0,0.0,0.0,0.0,1.0,97.5,100.0,0.0,0.0,284114.0,159926.0,5200.0,163452.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
22304679,,10000,10000,10000.0, 36 months, 13.35%,338.63,C,C2,teacher,3 years,MORTGAGE,48000.0,Not Verified,Aug-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=22304679,,debt_consolidation,Debt consolidation,217xx,MD,17.65,0.0,Dec-2005,695,699,5.0,36.0,,16.0,0.0,12222,27.3%,41.0,f,0.0,0.0,12067.4986158144,12067.5,10000.0,2067.5,0.0,0.0,0.0,Dec-2016,2924.49,,Dec-2016,724,720,0.0,,1,Individual,,,,0.0,0.0,197122.0,,,,,,,,,,,,44800.0,,,,7.0,13141.0,16384.0,42.5,0.0,0.0,104.0,98.0,7.0,3.0,1.0,7.0,,3.0,36.0,0.0,6.0,8.0,6.0,8.0,19.0,13.0,21.0,8.0,16.0,0.0,0.0,0.0,2.0,97.6,50.0,0.0,0.0,237073.0,70442.0,28500.0,59721.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
55109089,,32000,32000,32000.0, 36 months, 12.29%,1067.3,C,C1,Field Support Manager,10+ years,MORTGAGE,102500.0,Source Verified,Jul-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=55109089,,credit_card,Credit card refinancing,390xx,MS,23.65,0.0,Apr-1998,680,684,1.0,,,11.0,0.0,36955,83%,33.0,w,0.0,0.0,38085.3809950585,38085.38,32000.0,6085.38,0.0,0.0,0.0,Nov-2017,9282.7,,Nov-2017,594,590,0.0,,1,Individual,,,,0.0,0.0,331147.0,,,,,,,,,,,,44500.0,,,,4.0,33115.0,30.0,99.8,0.0,0.0,122.0,207.0,28.0,3.0,5.0,28.0,,6.0,,0.0,4.0,5.0,5.0,6.0,15.0,6.0,12.0,5.0,11.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,366146.0,74465.0,19500.0,45391.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
516382,,16000,16000,15975.0, 60 months, 15.21%,382.41,D,D2,CompuCom,3 years,RENT,43000.0,Verified,Jun-2010,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=516382,"  Borrower added on 06/22/10 > My job is extremely stable, I work for a Fortune 500 company and I am a full-time salaried employee.<br/>  <br/>I will be paying off the following debts:<br/><br/>BOA - $5409 @ 15.99%<br/>Discover - $4071 @ 16.99%<br/>Citi - $3519 @ 18.99%<br/>Chase - $1378 @ 22.24%<br/><br/>Total minimum monthly payments:  $355<br/>New loan:  $382<br/><br/>To pay these off in 3 years it would cost me about $1000 a month, which is just not feasible.  Over 5 years it would still exceed the new loan payment.<br/><br/>Based on a $15,280 loan balance I will have $900 to send to my remaining card:<br/><br/>MBNA - $6746 @ 10.99/$135 per month (after the $900 is applied)<br/><br/>If I send what I send now, $135, this will be paid off in 60 months as well.  My ultimate goal is to use all extra funds (i.e. quarterly bonus, tax refund, etc) to pay down faster.  I would like to get MBNA paid off in 36 months and this loan in 48 months.  <br/><br/>Based on my current salary and no extra payments I will be debt free in 60 months and it is only increasing my monthly outlay by $27.<br/><br/>Other bills:<br/><br/>Car - $237 <br/>Cell - $60<br/>Student loan - $89<br/>Insurance - $85<br/><br/>The reason I have so much debt is 1) stupid spending in college (about $8,000 of it) 2) I was in the mortgage business several years back and had to live off my cards to get by during the ""collapse"" and 3) helping my family with some previous hardships.  <br/><br/>I do not use the cards anymore.  I am just only able to send a little more then the minimum so it feels like I am treading water.<br/><br/>My credit report has no late payments, judgments, or collections of any kind.  My last credit pull came in at a 710 FICO (February 2010).  I pay all of my bills on time; I just need to make up for mistakes of the past to be honest.  Thank you all for your time and consideration.<br/>",credit_card,Pay Off Credit Cards,080xx,NJ,22.41,0.0,Feb-1999,710,714,2.0,,,9.0,0.0,22577,79.2%,21.0,f,0.0,0.0,21890.2294689594,21856.03,16000.0,5890.23,0.0,0.0,0.0,Mar-2014,3464.25,,Mar-2014,789,785,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
60822284,,9000,9000,9000.0, 36 months, 10.99%,294.61,B,B4,Print Coordinator,10+ years,MORTGAGE,52000.0,Source Verified,Sep-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=60822284,,debt_consolidation,Debt consolidation,744xx,OK,14.24,0.0,Sep-2003,700,704,0.0,,,9.0,0.0,23326,83.9%,32.0,f,0.0,0.0,9042.56,9042.56,9000.0,42.56,0.0,0.0,0.0,Dec-2015,43.55,,Nov-2017,779,775,0.0,,1,Individual,,,,0.0,0.0,154410.0,,,,,,,,,,,,27800.0,,,,2.0,19301.0,4474.0,83.9,0.0,0.0,130.0,144.0,18.0,13.0,2.0,51.0,,17.0,,0.0,4.0,4.0,4.0,12.0,8.0,5.0,22.0,4.0,9.0,0.0,0.0,0.0,0.0,100.0,75.0,0.0,0.0,173269.0,41486.0,27800.0,18160.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
