id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
63908288,,7200,7200,7200.0, 36 months, 11.49%,237.4,B,B5,"CAC, Patient advocate",3 years,MORTGAGE,40000.0,Source Verified,Nov-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=63908288,,debt_consolidation,Debt consolidation,046xx,ME,8.55,0.0,Feb-1986,665,669,1.0,,69.0,7.0,1.0,7495,35.5%,12.0,w,0.0,0.0,8418.0009148686,8418.0,7200.0,1218.0,0.0,0.0,0.0,Dec-2017,2725.0,,Dec-2017,699,695,0.0,,1,Individual,,,,0.0,5564.0,7495.0,,,,,,,,,,,,21100.0,,,,0.0,1071.0,10470.0,39.8,0.0,0.0,149.0,356.0,27.0,27.0,1.0,27.0,,0.0,,0.0,3.0,5.0,4.0,6.0,2.0,7.0,9.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,50.0,1.0,0.0,21100.0,7495.0,17400.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
18314642,,30000,30000,30000.0, 60 months, 20.20%,798.16,E,E3,Engineer Team Lead,10+ years,RENT,136000.0,Verified,Jun-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=18314642,,debt_consolidation,Debt consolidation,926xx,CA,8.72,0.0,May-2001,670,674,0.0,,,8.0,0.0,16963,58.1%,11.0,w,0.0,0.0,43544.9837465385,43544.98,30000.0,13544.98,0.0,0.0,0.0,Apr-2017,5005.7,,Feb-2018,679,675,0.0,,1,Individual,,,,0.0,0.0,32042.0,,,,,,,,,,,,29200.0,,,,2.0,4005.0,11037.0,60.6,0.0,0.0,156.0,83.0,3.0,3.0,1.0,3.0,,,,0.0,6.0,6.0,6.0,6.0,3.0,7.0,7.0,6.0,8.0,0.0,0.0,0.0,2.0,100.0,33.3,0.0,0.0,44600.0,32042.0,28000.0,15400.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
7667832,,21000,21000,21000.0, 36 months, 12.99%,707.48,B,B4,"Program Chair, Health Administration",3 years,MORTGAGE,120000.0,Source Verified,Oct-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=7667832,  Borrower added on 10/03/13 > My loan is to help pay off high interest rate credit card debt.<br>,debt_consolidation,Consolidation Loan,431xx,OH,12.65,1.0,Mar-1997,685,689,1.0,22.0,,16.0,0.0,39339,74.2%,43.0,f,0.0,0.0,22284.8503624486,22284.85,21000.0,1284.85,0.0,0.0,0.0,Apr-2014,18749.35,,Mar-2015,749,745,0.0,,1,Individual,,,,0.0,0.0,477110.0,,,,,,,,,,,,53000.0,,,,3.0,31807.0,1573.0,93.2,0.0,0.0,202.0,135.0,8.0,8.0,8.0,13.0,22.0,6.0,22.0,0.0,5.0,10.0,5.0,10.0,14.0,12.0,21.0,10.0,16.0,0.0,0.0,0.0,2.0,100.0,80.0,0.0,0.0,519214.0,128723.0,23200.0,106214.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
20488419,,7000,7000,7000.0, 36 months, 13.35%,237.04,C,C2,manager,3 years,RENT,40000.0,Source Verified,Jul-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=20488419,,debt_consolidation,Debt consolidation,331xx,FL,22.33,1.0,Feb-2005,670,674,0.0,12.0,,12.0,0.0,6613,32.6%,21.0,f,0.0,0.0,8534.7099694556,8534.71,7000.0,1534.71,0.0,0.0,0.0,Jul-2017,238.31,,Feb-2018,674,670,0.0,76.0,1,Individual,,,,0.0,594.0,31524.0,,,,,,,,,,,,20300.0,,,,4.0,2627.0,59.0,98.0,0.0,0.0,104.0,112.0,16.0,10.0,0.0,36.0,76.0,10.0,43.0,0.0,3.0,6.0,3.0,6.0,5.0,7.0,14.0,6.0,12.0,0.0,0.0,0.0,1.0,81.0,100.0,0.0,0.0,55525.0,31524.0,3000.0,32379.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
18655695,,10800,10800,10800.0, 36 months, 11.67%,357.02,B,B4,Southern CA. Brand Ambassador,< 1 year,RENT,65000.0,Verified,Jun-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=18655695,,debt_consolidation,Debt consolidation,921xx,CA,14.07,0.0,Jan-2009,685,689,2.0,,,7.0,0.0,11750,81.6%,17.0,w,0.0,0.0,12419.69,12419.69,10800.0,1619.69,0.0,0.0,0.0,Feb-2016,5652.31,,Feb-2018,769,765,0.0,,1,Individual,,,,0.0,0.0,17144.0,,,,,,,,,,,,14400.0,,,,3.0,2857.0,254.0,96.8,0.0,0.0,58.0,65.0,2.0,2.0,0.0,29.0,,5.0,,0.0,1.0,3.0,1.0,4.0,7.0,3.0,10.0,3.0,7.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,36867.0,17144.0,8000.0,22467.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
25376349,,5000,5000,5000.0, 36 months,  8.39%,157.59,A,A5,Teacher ,10+ years,MORTGAGE,122641.0,Not Verified,Aug-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=25376349,,credit_card,Credit card refinancing,113xx,NY,15.6,0.0,Oct-1991,690,694,0.0,39.0,,13.0,0.0,8684,51.7%,31.0,w,0.0,0.0,5605.12,5605.12,5000.0,605.12,0.0,0.0,0.0,Sep-2016,1822.96,,Feb-2018,734,730,0.0,,1,Individual,,,,0.0,0.0,343673.0,,,,,,,,,,,,16800.0,,,,5.0,28639.0,228.0,97.3,0.0,0.0,156.0,274.0,4.0,4.0,3.0,75.0,,11.0,,0.0,3.0,5.0,3.0,7.0,10.0,7.0,18.0,5.0,13.0,0.0,0.0,0.0,3.0,93.5,100.0,0.0,0.0,362297.0,82009.0,8500.0,72497.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
43419400,,20000,20000,20000.0, 60 months,  9.17%,416.82,B,B2,MRC ,2 years,MORTGAGE,65000.0,Verified,Mar-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=43419400,,debt_consolidation,Debt consolidation,142xx,NY,18.98,0.0,Aug-2007,795,799,0.0,,,8.0,0.0,0,0%,16.0,w,0.0,0.0,23474.111089457598,23474.11,20000.0,3474.11,0.0,0.0,0.0,Jul-2017,12617.22,,Oct-2017,724,720,0.0,,1,Individual,,,,0.0,0.0,190924.0,,,,,,,,,,,,19800.0,,,,3.0,23866.0,6000.0,0.0,0.0,0.0,91.0,86.0,28.0,13.0,1.0,28.0,,17.0,,0.0,0.0,0.0,1.0,3.0,5.0,4.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,231294.0,41838.0,6000.0,55374.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
35551146,,20000,20000,20000.0, 36 months,  6.99%,617.46,A,A3,Account Support Associate,2 years,RENT,55000.0,Source Verified,Nov-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=35551146,,credit_card,Credit card refinancing,941xx,CA,12.85,0.0,Sep-1992,710,714,0.0,,,8.0,0.0,19315,59.1%,18.0,w,0.0,0.0,22117.35919377,22117.36,20000.0,2117.36,0.0,0.0,0.0,Apr-2017,4853.47,,Apr-2017,764,760,0.0,,1,Individual,,,,0.0,0.0,53737.0,,,,,,,,,,,,32700.0,,,,0.0,7677.0,11185.0,63.3,0.0,0.0,117.0,266.0,27.0,27.0,0.0,27.0,,,,0.0,2.0,2.0,3.0,3.0,11.0,5.0,7.0,2.0,8.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,66280.0,53737.0,30500.0,33580.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
16271626,,5600,5600,5600.0, 36 months, 15.61%,195.81,D,D1,,,RENT,28000.0,Source Verified,Jun-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=16271626,,other,Other,119xx,NY,18.6,0.0,Apr-1999,710,714,0.0,,106.0,9.0,1.0,3521,23.8%,12.0,f,0.0,0.0,7048.833880306899,7048.83,5600.0,1448.83,0.0,0.0,0.0,Jun-2017,195.48,,Jun-2017,644,640,0.0,,1,Individual,,,,0.0,0.0,10493.0,,,,,,,,,,,,14800.0,,,,8.0,1166.0,3156.0,39.3,0.0,0.0,34.0,181.0,8.0,8.0,0.0,8.0,,8.0,,0.0,3.0,7.0,3.0,5.0,2.0,8.0,10.0,7.0,9.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,23764.0,10493.0,5200.0,8964.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76102266,,6025,6025,6025.0, 36 months, 10.75%,196.54,B,B4,Support Administrator for Networking,10+ years,RENT,93000.0,Source Verified,Mar-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=76102266,,other,Other,018xx,MA,12.67,2.0,Jun-2000,665,669,0.0,22.0,,7.0,0.0,3823,13.7%,23.0,w,0.0,0.0,6067.88,6067.88,6025.0,42.88,0.0,0.0,0.0,Apr-2016,6075.08,,Nov-2017,694,690,0.0,22.0,1,Individual,,,,0.0,0.0,40843.0,1.0,1.0,1.0,1.0,11.0,37020.0,,2.0,2.0,261.0,14.0,27900.0,1.0,0.0,8.0,3.0,6807.0,17839.0,1.4,0.0,0.0,119.0,189.0,4.0,4.0,5.0,120.0,23.0,1.0,23.0,7.0,1.0,4.0,2.0,7.0,4.0,6.0,13.0,4.0,7.0,0.0,0.0,2.0,3.0,65.2,0.0,0.0,0.0,68904.0,40843.0,18100.0,41004.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
31738102,,6500,6500,6500.0, 36 months, 13.98%,222.1,C,C3,Sr Customer Service Specialist,6 years,RENT,40000.0,Verified,Oct-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=31738102,,credit_card,Credit card refinancing,300xx,GA,23.91,0.0,Jun-1997,685,689,5.0,25.0,43.0,12.0,1.0,7648,31.9%,15.0,w,0.0,0.0,7256.84,7256.84,6500.0,756.84,0.0,0.0,0.0,Oct-2015,5040.89,,Aug-2017,669,665,0.0,25.0,1,Individual,,,,0.0,0.0,34524.0,,,,,,,,,,,,24000.0,,,,6.0,2877.0,,,0.0,0.0,118.0,208.0,2.0,2.0,0.0,,,1.0,,0.0,0.0,3.0,0.0,0.0,8.0,6.0,7.0,3.0,12.0,0.0,0.0,0.0,5.0,73.3,,0.0,1.0,51558.0,34524.0,0.0,27558.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
34191891,,20000,20000,20000.0, 36 months,  7.49%,622.04,A,A4,Superintendent,< 1 year,RENT,89000.0,Source Verified,Nov-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=34191891,,debt_consolidation,Debt consolidation,956xx,CA,12.22,0.0,Feb-2000,710,714,0.0,,72.0,9.0,1.0,18582,46.5%,26.0,w,0.0,0.0,22387.6465365536,22387.65,20000.0,2387.65,0.0,0.0,0.0,Dec-2017,2.53,,Dec-2017,749,745,0.0,,1,Individual,,,,0.0,0.0,45117.0,,,,,,,,,,,,40000.0,,,,1.0,5013.0,16408.0,49.5,0.0,0.0,176.0,164.0,6.0,6.0,1.0,28.0,,,,0.0,4.0,7.0,4.0,12.0,5.0,7.0,20.0,7.0,9.0,0.0,0.0,0.0,1.0,100.0,75.0,0.0,1.0,103866.0,45117.0,32500.0,63866.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
